_id,Tema,Fichas_Dataset,XLS,SHP,KML,CSV,RSS,JSON,XML,ODS,RDF,GTFS,TSV,URL_ficha
471,Ciencia y tecnología,Mapa de clases agrológicas. Subclases (1:25.000),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagricu_pol_scagrol25m-xml
472,Economía,Denominaciones de Origen. Municipios acogidos a la DO Cava,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_docava-xml
473,Economía,Denominaciones de Origen. Zonas vitivinícolas de la DO Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_donavarra-xml
474,Economía,Denominaciones de Origen. Municipios acogidos a la DOP Aceite de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_dopaceite-xml
475,Economía,Denominaciones de Origen. Municipios acogidos a la DO Protegida Queso de Idiazabal,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_dopidiazabal-xml
476,Economía,Denominaciones de Origen. Municipios acogidos a la DO Protegida Piquillo de Lodosa,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_doppiquillo-xml
477,Economía,Denominaciones de Origen. Municipios acogidos a la DO Protegida Queso de Roncal,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_doproncal-xml
478,Economía,Denominaciones de Origen. Municipios acogidos a la DO Calificada Rioja,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_dorioja-xml
479,Economía,Indicaciones Geográficas Protegidas. Municipios acogidos a la IGP Alcachofa de Tudela,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_igpalcacho-xml
480,Economía,Indicaciones Geográficas Protegidas. Municipios acogidos a la IGP Cordero de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_igpcordero-xml
481,Economía,Indicaciones Geográficas Protegidas. Municipios acogidos a la IGP Espárrago de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_igpesparra-xml
482,Economía,Indicaciones Geográficas Protegidas. Municipios acogidos a la IGP Pacharan Navarro,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_igppacharan-xml
483,Economía,Indicaciones Geográficas Protegidas. Municipios acogidos a la IGP Ternera de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_igpternera-xml
484,Economía,Indicaciones Geográficas Protegidas. Municipios acogidos a la IGP del vino de las 3 Riberas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_igpvino3rib-xml
485,Economía,Denominaciones de Origen. Municipios acogidos al nivel de protección de vinos de Pago,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaagroal_pol_vinospago-xml
486,Economía,Capacidad de acogida eólica. Plan Energético 2030,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_acogidaeoli-xml
487,Medio ambiente,Espacios de Protección de la Fauna. Áreas de Protección de la Fauna Silvestre,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_apfs-xml
488,Medio ambiente,Espacios Naturales Protegidos. Áreas Naturales Recreativas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_areasnatrec-xml
489,Medio ambiente,Espacios de Protección de la Fauna. Áreas de Importancia para la Conservación de la Avifauna Esteparia,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_avesestepa-xml
490,Ciencia y tecnología,Regiones biogeográficas según la Unión Europea,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_bioregue-xml
491,Medio ambiente,Espacios Naturales Protegidos. Enclaves Naturales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_enclavesnat-xml
492,Medio ambiente,Hábitats humedales mediterráneos.1:5.000. Año 2007,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_habitathum-xml
493,Medio ambiente,Hábitats barrancos salinos. 1:5.000. Año 2012,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_habitatsal-xml
494,Medio ambiente,Hábitats naturales de interés comunitario. 1:50.000. Año 1997,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_habitats-xml
495,Medio ambiente,Hábitats ZEC fluviales. 1:10.000. Año 2004,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_habitatzflu-xml
496,Medio ambiente,Hábitats ZEC terrestres. 1:25.000. Año 2007,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_habitatzter-xml
497,Medio ambiente,Espacios de Protección de la Fauna. Áreas de Importancia para Aves (IBAS),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_ibas-xml
498,Hacienda,Líneas eléctricas RD 1432/2008. Áreas de protección de avifauna por medidas correctoras en líneas eléctricas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_impelecavi-xml
499,Medio ambiente,Monumentos Naturales. Árboles singulares,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_monumnat-xml
500,Medio ambiente,Espacios Naturales Protegidos. Paisajes Protegidos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_paisajespro-xml
501,Medio ambiente,Paisajes Singulares,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_paisajessing-xml
502,Medio ambiente,Espacios Naturales Protegidos. Parques Naturales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_parquesnat-xml
503,Medio ambiente,Ayuda alfalfas. Recintos SIGPAC admisibles,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_recalfalfa-xml
504,Medio ambiente,Red de Espacios Naturales Protegidos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_rena-xml
505,Medio ambiente,Espacios Naturales Protegidos. Reservas Integrales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_reservasint-xml
506,Medio ambiente,Espacios Naturales Protegidos. Reservas Naturales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_reservasnat-xml
507,Medio ambiente,Red Natura 2000. Zonas Especiales de Conservación (ZEC),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_rn2000-xml
508,Ciencia y tecnología,Vegetación. Series de vegetación a escala 1:50.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_serieve50m-xml
509,Medio ambiente,Distribución de especies. Malla UTM 100 km (movido de ED50 a ETRS89),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_utm100kmm-xml
510,Medio ambiente,Distribución de especies. Malla UTM 100 km,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_utm100km-xml
511,Medio ambiente,Distribución de especies. Malla UTM 10 km (movido de ED50 a ETRS89),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_utm10kmm-xml
512,Medio ambiente,Distribución de especies. Malla UTM 10 km,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_utm10km-xml
513,Medio ambiente,Distribución de especies. Malla UTM 1 km (movido de ED50 a ETRS89),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_utm1kmm-xml
514,Medio ambiente,Distribución de especies. Malla UTM 1 km,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_utm1km-xml
515,Medio ambiente,Distribución de especies. Malla UTM 5 km (movido de ED50 a ETRS89),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_utm5kmm-xml
516,Medio ambiente,Distribución de especies. Malla UTM 5 km,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_utm5km-xml
517,Medio ambiente,Vegetación. Mapa de vegetación potencial (1:25.000),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_vegpot25m-xml
518,Medio ambiente,Red Natura 2000. Zonas de Especial Protección de Aves (ZEPA),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_zepa-xml
519,Medio ambiente,Espacios Naturales Protegidos. Inventario de zonas húmedas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_zonashumedas-xml
520,Medio ambiente,Espacios Naturales Protegidos. Zonas Periféricas de Protección,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_pol_zpprotec-xml
521,Ciencia y tecnología,Centros de Interpretación de la Naturaleza,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_sym_ctrosinter-xml
522,Medio ambiente,Monumentos Naturales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_sym_monumnat-xml
523,Ciencia y tecnología,Observatorios de aves,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnabiodiv_sym_obseraves-xml
524,Medio ambiente,Mapa topográfico de Navarra 1:5.000 BTA (MTNa5 BTA). Año de referencia 2014,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lay_mtna5_ve2014-xml
525,Medio ambiente,Mapa topográfico de Navarra 1:5.000 BTA (MTNa5 BTA). Año de referencia 2017,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lay_mtna5_ve2017-xml
526,Medio ambiente,Mapa topográfico de Navarra 1:5.000 BTA (MTNa5 BTA). Año de referencia 2020,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lay_mtna5-xml
527,Sector público,Cartografía BTA 1:5.000 (año de referencia 2014). Línea de cubierta terrestre,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_cubiertater_ve2014-xml
528,Sector público,Cartografía BTA 1:5.000 (año de referencia 2017). Línea de cubierta terrestre,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_cubiertater_ve2017-xml
529,Sector público,Cartografía BTA 1:5.000 (año de referencia 2020). Línea de cubierta terrestre,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_cubiertater-xml
530,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2014). Curva de nivel maestra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasdirec_ve2014-xml
531,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2017). Curva de nivel maestra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasdirec_ve2017-xml
532,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2020). Curva de nivel maestra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasdirec-xml
533,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2014). Curva de nivel intermedia de la mitad norte de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasintn_ve2014-xml
534,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2017). Curva de nivel intermedia de la mitad norte de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasintn_ve2017-xml
535,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2020). Curva de nivel intermedia de la mitad norte de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasintn-xml
536,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2014). Curva de nivel intermedia de la mitad sur de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasints_ve2014-xml
537,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2017). Curva de nivel intermedia de la mitad sur de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasints_ve2017-xml
538,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2020). Curva de nivel intermedia de la mitad sur de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_curvasints-xml
539,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2014). Línea de elemento constructivo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_edipobcons_ve2014-xml
540,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2017). Línea de elemento constructivo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_edipobcons_ve2017-xml
541,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2020). Línea de elemento constructivo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_edipobcons-xml
542,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2014). Línea de hidrografía,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_hidrografia_ve2014-xml
543,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2017). Línea de hidrografía,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_hidrografia_ve2017-xml
544,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2020). Línea de hidrografía,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_hidrografia-xml
545,Transporte,Cartografía BTA 1:5.000 (año de referencia 2014). Línea de la red ferroviaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_redferro_ve2014-xml
546,Transporte,Cartografía BTA 1:5.000 (año de referencia 2017). Línea de la red ferroviaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_redferro_ve2017-xml
547,Transporte,Cartografía BTA 1:5.000 (año de referencia 2020). Línea de la red ferroviaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_redferro-xml
548,Transporte,Cartografía BTA 1:5.000 (año de referencia 2014). Línea de la red viaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_redviaria_ve2014-xml
549,Transporte,Cartografía BTA 1:5.000 (año de referencia 2017). Línea de la red viaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_redviaria_ve2017-xml
550,Transporte,Cartografía BTA 1:5.000 (año de referencia 2020). Línea de la red viaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_redviaria-xml
551,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2014). Línea de dotación e instalación,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_servinst_ve2014-xml
552,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2017). Línea de dotación e instalación,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_servinst_ve2017-xml
553,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2020). Línea de dotación e instalación,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_lin_servinst-xml
554,Sector público,Cartografía BTA 1:5.000 (año de referencia 2014). Recinto de cubierta terrestre,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_cubiertater_ve2014-xml
555,Sector público,Cartografía BTA 1:5.000 (año de referencia 2017). Recinto de cubierta terrestre,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_cubiertater_ve2017-xml
556,Sector público,Cartografía BTA 1:5.000 (año de referencia 2020). Recinto de cubierta terrestre,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_cubiertater-xml
557,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2014). Recinto de elemento constructivo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_edipobcons_ve2014-xml
558,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2017). Recinto de elemento constructivo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_edipobcons_ve2017-xml
559,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2020). Recinto de elemento constructivo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_edipobcons-xml
560,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2014). Recinto de hidrografía,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_hidrografia_ve2014-xml
561,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2017). Recinto de hidrografía,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_hidrografia_ve2017-xml
562,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2020). Recinto de hidrografía,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_hidrografia-xml
563,Transporte,Cartografía BTA 1:5.000 (año de referencia 2014). Recinto de la red ferroviaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_redferro_ve2014-xml
564,Transporte,Cartografía BTA 1:5.000 (año de referencia 2017). Recinto de la red ferroviaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_redferro_ve2017-xml
565,Transporte,Cartografía BTA 1:5.000 (año de referencia 2020). Recinto de la red ferroviaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_redferro-xml
566,Transporte,Cartografía BTA 1:5.000 (año de referencia 2014). Recinto de la red viaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_redviaria_ve2014-xml
567,Transporte,Cartografía BTA 1:5.000 (año de referencia 2017). Recinto de la red viaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_redviaria_ve2017-xml
568,Transporte,Cartografía BTA 1:5.000 (año de referencia 2020). Recinto de la red viaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_redviaria-xml
569,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2014). Recinto de relieve,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_relieve_ve2014-xml
570,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2017). Recinto de relieve,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_relieve_ve2017-xml
571,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2020). Recinto de relieve,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_relieve-xml
572,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2014). Recinto de dotación e instalación,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_servinst_ve2014-xml
573,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2017). Recinto de dotación e instalación,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_servinst_ve2017-xml
574,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2020). Recinto de dotación e instalación,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_servinst-xml
575,Transporte,Cartografía BTA 1:5.000 (año de referencia 2020). Recinto de unidad administrativa,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_pol_uniadmin-xml
576,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2014). Símbolo de elemento de construcción,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_sym_edipobcons_ve2014-xml
577,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2017). Símbolo de elemento de construcción,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_sym_edipobcons_ve2017-xml
578,Urbanismo e infraestructuras,Cartografía BTA 1:5.000 (año de referencia 2020). Símbolo de elemento de construcción,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_sym_edipobcons-xml
579,Medio ambiente,Cartografía BTA 1:5.000 (año de referencia 2014). Símbolo de elemento hidrográfico,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnacarbta_sym_hidrografia_ve2014-xml
